user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Unknown_BY606-001R0031_bin.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.47	11	0.85645	N/A
Unknown_BY606-001R0031_bin.19	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.45	0.906	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.45	0.906	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000283635.1, s__Streptococcus macedonicus, 95.18, 84.49, 0.15; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3, 84.17, 0.164	76.15	11	N/A	N/A
Unknown_BY606-001R0031_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.94	0.945	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.94	0.945	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949283205.1, s__Alistipes sp949283205, 95.0, 87.19, 0.555; GCA_949296635.1, s__Alistipes sp949296635, 95.0, 86.65, 0.523; GCA_019120095.1, s__Alistipes merdipullorum, 95.0, 86.54, 0.464; GCA_944320685.1, s__Alistipes sp944320685, 95.0, 85.91, 0.534	84.51	11	N/A	N/A
Unknown_BY606-001R0032_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__CASDZP01;s__CASDZP01 sp949285535	GCA_949285535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__CASDZP01;s__CASDZP01 sp949285535	97.71	0.916	GCA_949285535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__CASDZP01;s__CASDZP01 sp949285535	97.71	0.916	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__CASDZP01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.36	11	N/A	N/A
Unknown_BY606-001R0032_bin.12	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900546485	GCA_900546485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900546485	97.92	0.866	GCA_900546485.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha sp900546485	97.92	0.866	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900545405.1, s__Scatomorpha sp900545405, 95.0, 90.7, 0.652; GCA_958428885.1, s__Scatomorpha sp958428885, 95.0, 89.33, 0.496; GCA_018712225.1, s__Scatomorpha intestinigallinarum, 95.0, 87.0, 0.344; GCA_018716635.1, s__Scatomorpha pullistercoris, 95.0, 85.88, 0.199; GCA_944387285.1, s__Scatomorpha sp944387285, 95.0, 85.77, 0.245; GCA_900752445.1, s__Scatomorpha sp900752445, 95.0, 85.35, 0.234; GCA_018711415.1, s__Scatomorpha merdavium, 95.0, 85.2, 0.204; GCA_902496595.1, s__Scatomorpha sp902496595, 95.0, 84.97, 0.162	71.58	11	N/A	N/A
Unknown_BY606-001R0032_bin.2	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.41	0.916	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.41	0.916	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.27	11	N/A	N/A
Unknown_BY606-001R0032_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900553815	GCF_030373965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900553815	96.88	0.811	GCF_030373965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900553815	96.88	0.811	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.57	11	N/A	N/A
Unknown_BY606-001R0032_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas sp949287925	GCA_949287925.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas sp949287925	98.69	0.765	GCA_949287925.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas sp949287925	98.69	0.765	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.57	11	N/A	N/A
Unknown_BY606-001R0032_bin.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	96.97	0.851	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	96.97	0.851	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119615.1, s__Alistipes stercoravium, 95.0, 84.97, 0.373; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 84.46, 0.332; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 83.7, 0.324; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 83.44, 0.283; GCF_006542685.1, s__Alistipes dispar, 95.0, 83.27, 0.289; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 83.04, 0.236; GCA_019119845.1, s__Alistipes merdavium, 95.0, 82.98, 0.255; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 82.36, 0.198; GCF_900604385.1, s__Alistipes megaguti, 95.0, 82.21, 0.215; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 82.18, 0.196; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 82.18, 0.159; GCA_019118605.1, s__Alistipes faecavium, 95.0, 82.17, 0.244; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.78, 0.204; GCA_019112825.1, s__Alistipes excrementigallinarum, 95.0, 81.71, 0.184; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 81.59, 0.175; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.5, 0.171; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 81.46, 0.214; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.46, 0.185; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.46, 0.174; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 81.44, 0.176; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.4, 0.169; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 81.39, 0.159; GCF_025145845.1, s__Alistipes shahii, 95.0, 81.35, 0.174; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 81.33, 0.187; GCA_019119475.1, s__Alistipes stercorigallinarum, 95.0, 81.3, 0.166; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.27, 0.167; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.2, 0.157; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 81.1, 0.161; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.05, 0.157; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.85, 0.188; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 80.16, 0.167	91.56	11	N/A	N/A
Unknown_BY606-001R0032_bin.33	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Limousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_018714545.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Limousia;s__Limousia pullorum	94.42	0.663	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Limousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_944380855.1, s__Limousia sp944380855, 95.0, 85.62, 0.338	67.49	11	0.99564	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0032_bin.34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_018883555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola faecigallinarum	91.45	0.628	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_937912035.1, s__Phocaeicola sp937912035, 95.0, 90.53, 0.561; GCF_025567135.1, s__Phocaeicola cellulolyticus, 95.0, 89.91, 0.518; GCF_016902295.1, s__Phocaeicola caecigallinarum_A, 95.0, 87.27, 0.403; GCF_021531075.1, s__Phocaeicola caecigallinarum_B, 95.0, 86.42, 0.386; GCF_900544075.1, s__Phocaeicola sp900544075, 95.0, 85.64, 0.328; GCA_944322395.1, s__Phocaeicola sp944322395, 95.0, 85.37, 0.38; GCA_944320605.1, s__Phocaeicola sp944320605, 95.0, 85.35, 0.325; GCA_944320855.1, s__Phocaeicola sp944320855, 95.0, 85.16, 0.299; GCA_018884025.1, s__Phocaeicola faecipullorum, 95.0, 84.56, 0.261	95.31	11	0.9949	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0032_bin.35	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.98	0.906	GCA_945872435.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp945872435	98.98	0.906	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__UMGS2016;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905203475.1, s__UMGS2016 sp905203475, 95.0, 82.67, 0.301; GCA_900557185.1, s__UMGS2016 sp900557185, 95.0, 82.62, 0.302; GCA_944355255.1, s__UMGS2016 sp944355255, 95.0, 82.19, 0.281; GCA_944332735.1, s__UMGS2016 sp944332735, 95.0, 81.94, 0.241; GCA_949288035.1, s__UMGS2016 sp949288035, 95.0, 81.93, 0.285	83.79	11	N/A	N/A
Unknown_BY606-001R0032_bin.37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.75	11	0.85644	N/A
Unknown_BY606-001R0032_bin.4	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_019402445.1, s__Brachyspira pilosicoli_B, 95.0, 94.73, 0.813; GCF_000325665.1, s__Brachyspira pilosicoli, 95.0, 93.85, 0.821; GCF_008016535.1, s__Brachyspira pilosicoli_A, 95.0, 91.76, 0.664; GCF_934747485.1, s__Brachyspira sp934747485, 95.0, 91.48, 0.715; GCF_009755885.1, s__Brachyspira sp009755885, 95.0, 91.2, 0.745; GCA_934725655.1, s__Brachyspira sp934725655, 95.0, 90.4, 0.555	91.28	11	0.99532	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0032_bin.43	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025149465.1, s__Thomasclavelia spiroformis, 95.0, 84.62, 0.336; GCF_018369555.1, s__Thomasclavelia spiroformis_A, 95.0, 84.52, 0.303; GCF_900102365.1, s__Thomasclavelia cocleata, 95.0, 82.62, 0.188; GCA_021770925.1, s__Thomasclavelia sp021770925, 95.0, 82.58, 0.182; GCA_000508865.1, s__Thomasclavelia sp000508865, 95.0, 82.29, 0.177; GCF_000686665.1, s__Thomasclavelia saccharogumia, 95.0, 81.71, 0.178	91.84	11	0.96879	N/A
Unknown_BY606-001R0032_bin.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.67	0.895	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.67	0.895	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.06	11	N/A	N/A
Unknown_BY606-001R0032_bin.46	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.55	0.921	GCA_019116645.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus faecavium	99.55	0.921	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000283635.1, s__Streptococcus macedonicus, 95.18, 82.82, 0.19; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 82.72, 0.177; GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 82.29, 0.176; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3, 82.28, 0.191; GCF_004843545.1, s__Streptococcus pasteurianus, 95.21, 82.01, 0.183; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 81.8, 0.173; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 81.75, 0.167; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 81.59, 0.163; GCF_000187265.1, s__Streptococcus equinus, 95.0, 81.52, 0.167; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 81.47, 0.161; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 81.4, 0.168	93.57	11	N/A	N/A
Unknown_BY606-001R0032_bin.50	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_019114565.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio intestinigallinarum	94.79	0.693	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945871415.1, s__Desulfovibrio sp945871415, 95.0, 93.5, 0.611; GCA_030372365.1, s__Desulfovibrio sp944327285, 95.0, 92.75, 0.672; GCA_905215675.1, s__Desulfovibrio sp905215675, 95.0, 87.76, 0.341; GCA_944324555.1, s__Desulfovibrio sp944324555, 95.0, 86.81, 0.245; GCA_934546745.1, s__Desulfovibrio sp934546745, 95.0, 85.23, 0.159	68.54	11	0.99768	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0032_bin.6	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.44	11	0.87793	N/A
Unknown_BY606-001R0032_bin.64	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.34	0.942	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.34	0.942	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944385995.1, s__Faecalibacterium sp944385995, 95.0, 89.84, 0.63; GCA_944386015.1, s__Faecalibacterium sp944386015, 95.0, 88.6, 0.569; GCA_904394215.1, s__Faecalibacterium sp904394215, 95.0, 88.15, 0.539; GCA_019116585.1, s__Faecalibacterium gallistercoris, 95.0, 87.37, 0.466; GCA_019119685.1, s__Faecalibacterium faecigallinarum, 95.0, 87.23, 0.444; GCA_019113345.1, s__Faecalibacterium intestinigallinarum, 95.0, 86.82, 0.396; GCA_019112805.1, s__Faecalibacterium avium, 95.0, 85.9, 0.387; GCA_019118985.1, s__Faecalibacterium faecipullorum, 95.0, 85.34, 0.319; GCA_944387975.1, s__Faecalibacterium sp944387975, 95.0, 84.86, 0.302; GCF_022180365.1, s__Faecalibacterium gallinarum, 95.0, 84.37, 0.221; GCA_018883885.1, s__Faecalibacterium intestinavium, 95.0, 82.62, 0.171	69.59	11	N/A	N/A
Unknown_BY606-001R0032_bin.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.73	0.962	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.73	0.962	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949283205.1, s__Alistipes sp949283205, 95.0, 87.66, 0.484; GCA_949296635.1, s__Alistipes sp949296635, 95.0, 87.53, 0.463; GCA_944320685.1, s__Alistipes sp944320685, 95.0, 86.58, 0.459; GCA_019120095.1, s__Alistipes merdipullorum, 95.0, 86.37, 0.365	55.81	11	N/A	N/A
Unknown_BY606-001R0032_bin.9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R faecigallinarum	GCA_019115455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R faecigallinarum	97.69	0.917	GCA_019115455.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R faecigallinarum	97.69	0.917	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017886765.1, s__Eubacterium_R sp017886765, 95.0, 79.33, 0.154	96.9	11	N/A	N/A
Unknown_BY606-001R0033_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp944363035	GCA_944363035.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp944363035	98.48	0.932	GCA_944363035.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__Limadaptatus sp944363035	98.48	0.932	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Limadaptatus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944358385.1, s__Limadaptatus sp944358385, 95.0, 83.47, 0.3; GCA_944372795.1, s__Limadaptatus sp944372795, 95.0, 83.36, 0.332; GCA_900754695.1, s__Limadaptatus sp900754695, 95.0, 82.92, 0.259; GCA_944332815.1, s__Limadaptatus sp944332815, 95.0, 82.66, 0.273; GCA_949283145.1, s__Limadaptatus sp949283145, 95.0, 82.6, 0.265; GCA_018710835.1, s__Limadaptatus stercoravium, 95.0, 81.66, 0.193	90.51	11	N/A	N/A
